Age,Attrition,Department,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,DistanceFromHome,Education,OverTime,NumCompaniesWorked,JobRole
44,No,Sales,4057,4,3,26,26,4,Yes,2,Technician
55,No,Sales,13752,3,1,13,2,3,No,8,Technician
37,No,HR,19838,3,2,29,23,1,Yes,1,HR Executive
35,Yes,R&D,12883,4,1,7,4,2,Yes,1,Engineer
30,Yes,R&D,11764,3,3,7,24,1,No,5,Engineer
35,No,Sales,16121,1,3,28,15,2,Yes,5,Manager
25,Yes,HR,17676,4,4,12,8,2,Yes,3,HR Executive
53,No,Sales,18327,1,1,5,28,2,No,7,HR Executive
18,No,HR,12422,4,2,17,7,4,No,0,Technician
45,No,Sales,11809,2,1,30,23,4,No,6,Manager
49,Yes,Sales,19714,3,2,3,7,3,No,6,Manager
56,No,HR,15709,1,3,16,26,4,Yes,8,HR Executive
57,No,Sales,2380,1,4,23,13,1,No,2,Sales Executive
57,No,R&D,7977,3,1,34,26,3,No,6,Engineer
59,No,HR,15770,3,2,37,21,2,Yes,8,Sales Executive
49,Yes,Sales,13940,2,1,13,11,1,Yes,4,HR Executive
40,No,R&D,15319,1,2,6,1,2,Yes,5,Sales Executive
56,Yes,R&D,19789,2,2,11,25,3,No,4,Technician
58,No,Sales,7703,3,4,30,1,2,Yes,3,Technician
30,No,HR,14125,3,1,6,25,2,Yes,4,Manager
35,Yes,HR,15756,2,1,19,1,3,Yes,2,Sales Executive
37,No,Sales,9952,4,3,12,1,4,No,9,Technician
19,No,Sales,5676,1,2,12,5,3,Yes,1,Technician
32,No,HR,18490,1,1,20,28,1,No,6,Manager
51,No,R&D,4808,2,4,32,12,1,No,7,Technician
45,Yes,HR,8221,3,4,33,3,1,Yes,1,HR Executive
21,No,HR,19506,1,2,29,8,2,Yes,3,HR Executive
22,No,HR,16908,4,3,0,6,4,Yes,9,Manager
43,Yes,Sales,14325,1,3,8,16,4,Yes,5,Manager
32,Yes,R&D,4746,2,1,6,3,1,No,5,Sales Executive
20,No,HR,12262,1,2,17,16,4,No,2,Engineer
24,Yes,HR,8612,3,4,30,24,1,No,3,Sales Executive
37,No,HR,4789,1,1,7,11,4,Yes,1,HR Executive
46,No,R&D,5207,3,1,5,13,4,Yes,9,Sales Executive
50,No,Sales,7584,3,2,6,2,1,Yes,6,Technician
37,Yes,R&D,17786,1,4,15,12,2,Yes,9,Technician
19,No,R&D,17554,4,4,24,13,1,No,4,Technician
48,No,Sales,8274,3,3,34,6,3,Yes,8,HR Executive
52,No,Sales,14706,2,4,8,13,4,Yes,9,HR Executive
45,Yes,R&D,16544,1,3,29,20,1,No,8,HR Executive
37,No,Sales,8558,4,3,33,14,3,No,1,Manager
30,Yes,HR,5675,3,1,33,4,4,Yes,8,Sales Executive
48,No,Sales,11210,3,3,4,14,2,No,4,Sales Executive
19,No,R&D,15502,3,1,26,27,2,No,9,Sales Executive
55,No,R&D,3087,2,2,26,14,3,Yes,4,Sales Executive
44,No,HR,4891,1,1,29,20,4,No,9,HR Executive
29,No,HR,2070,1,2,36,27,2,Yes,7,Manager
45,No,R&D,19669,3,1,12,2,3,No,8,Technician
51,No,HR,17557,1,1,8,4,1,Yes,9,Manager
40,No,R&D,3291,1,4,34,15,2,Yes,3,Engineer
28,No,Sales,14312,4,4,23,12,2,No,1,Engineer
44,Yes,HR,13051,2,2,33,15,3,No,1,Manager
46,No,HR,17799,2,3,7,15,4,No,4,Engineer
52,No,HR,13822,2,2,26,20,2,Yes,1,Engineer
19,No,R&D,13898,3,4,21,4,1,Yes,3,Engineer
38,No,HR,11988,2,4,20,3,4,Yes,0,Sales Executive
51,No,R&D,19903,2,3,16,21,2,No,1,Technician
56,No,Sales,5896,3,4,5,11,2,No,7,Technician
26,Yes,Sales,11075,4,4,1,21,3,Yes,3,Engineer
47,No,R&D,18779,1,1,19,6,3,Yes,3,Engineer
29,No,R&D,17590,2,3,32,9,2,No,9,Technician
52,Yes,Sales,14875,3,1,18,11,2,No,9,Technician
56,No,R&D,8490,2,1,14,23,3,Yes,4,Manager
41,No,HR,7669,2,1,34,21,4,No,4,Manager
24,No,R&D,13806,1,1,33,3,2,No,5,HR Executive
30,No,HR,9778,2,1,1,23,1,No,4,Manager
43,No,Sales,7315,4,2,26,11,2,Yes,3,Manager
30,No,R&D,15447,3,3,33,16,3,No,3,Technician
42,No,HR,6622,2,1,37,26,4,Yes,6,Sales Executive
22,No,R&D,4777,3,2,37,5,4,No,0,Sales Executive
55,No,HR,6109,3,2,16,14,3,No,8,Sales Executive
32,No,R&D,19428,1,3,19,13,2,No,8,Engineer
47,No,HR,10175,2,1,6,13,3,No,4,Sales Executive
33,Yes,R&D,15093,2,3,18,18,1,Yes,7,Sales Executive
47,No,Sales,15808,1,1,10,29,1,No,3,HR Executive
33,Yes,Sales,15848,4,1,24,6,3,Yes,9,HR Executive
42,No,Sales,12495,4,4,37,29,4,No,2,HR Executive
52,No,Sales,18130,1,4,36,6,2,Yes,8,HR Executive
34,Yes,Sales,11246,4,2,0,27,1,No,4,Sales Executive
44,No,Sales,10300,1,4,17,23,3,No,5,Manager
38,Yes,Sales,18412,4,1,2,4,2,Yes,0,Technician
20,Yes,Sales,7508,2,4,16,21,3,No,7,Sales Executive
28,No,R&D,19113,3,3,20,12,3,No,6,Technician
28,No,R&D,4861,2,3,31,5,4,No,7,HR Executive
36,No,R&D,8689,3,1,24,17,4,Yes,1,Engineer
54,No,Sales,15055,3,2,5,26,4,Yes,5,Sales Executive
35,No,Sales,17879,1,2,29,18,4,Yes,3,HR Executive
52,No,HR,13890,3,2,13,16,2,Yes,0,Sales Executive
43,No,Sales,13959,3,3,5,6,3,Yes,3,HR Executive
23,No,R&D,6716,2,1,36,1,1,No,3,Technician
51,No,Sales,12092,3,4,28,11,2,Yes,8,HR Executive
49,Yes,R&D,4119,3,1,0,6,4,No,5,Manager
20,No,HR,4506,3,3,26,12,1,No,2,Sales Executive
38,Yes,HR,12663,4,2,22,1,1,Yes,0,HR Executive
57,No,HR,9850,3,2,17,18,4,Yes,7,Sales Executive
44,No,Sales,4787,1,3,29,24,4,Yes,9,Manager
24,Yes,HR,4262,4,4,39,13,2,Yes,2,Engineer
34,Yes,HR,2958,3,1,10,22,3,No,5,HR Executive
46,Yes,HR,3655,3,1,22,19,4,Yes,5,Engineer
58,No,HR,6343,3,4,28,20,2,No,9,Technician
25,No,Sales,15293,4,1,30,22,3,Yes,4,Manager
51,No,Sales,6521,1,2,23,15,3,No,3,Manager
41,No,R&D,13072,2,2,17,27,2,Yes,1,Sales Executive
52,No,R&D,14634,1,2,1,25,1,Yes,4,Engineer
24,No,R&D,17149,2,2,13,8,1,No,5,Technician
29,No,R&D,17718,3,1,26,29,1,Yes,2,Technician
35,No,R&D,13878,1,4,5,3,2,Yes,4,Engineer
58,No,HR,4438,3,1,32,19,2,Yes,4,Sales Executive
44,No,Sales,17992,3,1,5,20,4,No,6,Sales Executive
20,No,R&D,3159,4,3,34,8,4,Yes,9,Manager
50,No,HR,17035,3,3,18,26,3,Yes,4,Sales Executive
19,No,Sales,12198,2,1,10,28,2,Yes,7,Technician
23,No,R&D,4755,1,1,11,20,2,Yes,0,Sales Executive
34,No,Sales,8095,4,3,2,29,4,No,5,Technician
58,No,Sales,6525,2,1,7,3,1,No,5,Technician
55,Yes,R&D,18798,1,2,29,18,3,Yes,4,HR Executive
30,Yes,Sales,12779,3,2,22,8,4,No,4,Manager
20,Yes,HR,19320,4,4,4,2,3,No,9,HR Executive
46,No,R&D,10958,2,4,24,19,3,No,6,Engineer
36,No,R&D,11457,2,2,2,8,2,Yes,7,Sales Executive
47,No,HR,10685,3,3,22,23,4,No,5,HR Executive
36,No,R&D,4764,1,4,2,4,3,Yes,7,Technician
34,No,HR,7152,3,1,8,26,1,No,4,Technician
42,No,HR,12429,1,4,16,25,4,No,9,Sales Executive
32,No,HR,8465,4,2,19,24,2,No,0,Manager
21,Yes,HR,5850,1,3,12,14,2,No,5,Engineer
47,No,HR,7194,3,4,29,29,4,Yes,6,Manager
59,No,HR,10372,3,2,6,24,1,Yes,6,Engineer
19,No,Sales,8615,4,3,20,11,1,Yes,3,Engineer
20,No,HR,11855,2,4,13,16,4,Yes,9,Sales Executive
32,No,HR,15779,2,4,8,13,2,Yes,7,Manager
28,No,Sales,13705,3,1,36,22,4,Yes,0,HR Executive
54,Yes,HR,9477,1,1,25,13,3,No,1,HR Executive
21,No,R&D,15613,4,2,18,13,1,Yes,5,Sales Executive
54,No,R&D,13336,1,4,6,17,2,Yes,6,Manager
48,No,HR,16860,1,4,31,14,3,No,7,Sales Executive
48,No,R&D,8737,1,1,20,20,3,No,0,HR Executive
50,No,HR,3219,3,2,38,23,3,Yes,6,Sales Executive
25,No,Sales,6927,4,1,14,24,2,Yes,8,Technician
32,Yes,HR,12826,4,1,5,27,3,No,9,Technician
56,No,Sales,4927,2,1,15,16,2,Yes,0,Engineer
42,No,HR,13491,3,2,11,1,1,No,3,Technician
31,No,Sales,18259,3,2,0,5,1,No,8,Engineer
43,No,R&D,4832,4,2,11,19,4,No,8,Technician
51,No,R&D,10288,2,2,39,3,4,Yes,9,Technician
58,No,Sales,6744,1,2,31,7,2,Yes,0,Sales Executive
33,No,HR,8885,4,2,9,15,1,No,3,Sales Executive
37,No,HR,6061,1,2,34,22,4,No,4,Engineer
45,No,Sales,4630,4,1,14,26,3,Yes,1,Manager
36,No,HR,17231,3,3,3,24,4,No,1,Sales Executive
49,No,Sales,6248,3,2,12,17,2,No,8,Engineer
49,No,HR,2299,4,1,38,26,4,Yes,4,Engineer
49,Yes,HR,15560,2,3,13,19,4,No,2,Sales Executive
43,No,HR,10626,2,2,5,13,3,Yes,0,HR Executive
28,No,R&D,17319,2,1,0,22,2,No,7,HR Executive
55,No,R&D,4859,3,3,7,27,1,Yes,2,Manager
59,No,R&D,13635,4,3,37,24,3,Yes,2,HR Executive
42,Yes,Sales,6388,3,2,17,8,3,No,9,Sales Executive
20,No,HR,6826,2,1,26,2,1,Yes,6,HR Executive
35,Yes,R&D,15136,1,3,17,19,3,Yes,2,Technician
20,No,HR,18464,2,1,29,20,2,No,9,Technician
19,No,Sales,5328,3,3,16,15,3,No,3,HR Executive
29,No,Sales,4152,1,4,3,1,3,Yes,4,Engineer
57,Yes,HR,3106,2,2,17,25,1,No,2,Technician
44,Yes,Sales,13543,4,1,16,23,3,Yes,7,Engineer
57,No,HR,8133,2,4,7,13,1,No,2,Technician
29,No,HR,2296,3,2,18,1,2,Yes,1,Technician
20,No,R&D,5375,1,4,24,12,1,No,1,Engineer
35,No,HR,18791,3,2,34,29,4,No,0,Technician
59,No,Sales,8333,1,2,11,5,1,Yes,5,HR Executive
19,Yes,Sales,2387,3,4,32,26,3,No,2,Sales Executive
20,Yes,R&D,6415,1,4,8,2,2,Yes,0,HR Executive
43,No,R&D,8844,1,4,14,13,4,No,6,Manager
39,No,HR,15407,2,2,29,20,4,No,1,Sales Executive
56,Yes,HR,6453,3,1,13,9,4,Yes,6,Technician
27,No,HR,6416,2,2,6,9,4,No,7,Engineer
30,Yes,HR,12312,2,1,22,27,4,Yes,2,Manager
21,No,R&D,10106,1,1,20,14,3,No,4,Technician
41,No,Sales,5549,1,4,5,9,4,No,4,Engineer
19,No,HR,8439,3,2,39,18,3,Yes,9,Technician
54,No,R&D,10619,4,3,9,15,2,Yes,8,Engineer
39,No,HR,11871,4,1,1,25,1,Yes,5,Sales Executive
18,No,R&D,10380,4,3,12,7,4,No,1,Manager
32,Yes,HR,8233,2,2,1,5,1,Yes,1,HR Executive
37,Yes,HR,7085,1,3,24,28,4,Yes,6,Technician
54,No,HR,15938,2,2,35,14,4,No,8,Technician
53,No,R&D,15859,1,2,2,12,3,No,4,Manager
57,No,HR,2777,1,2,2,2,3,No,8,Engineer
52,No,HR,13320,3,4,4,22,3,No,6,Sales Executive
38,Yes,HR,8128,3,2,18,22,2,Yes,9,HR Executive
25,No,R&D,9334,2,3,6,23,2,No,6,Engineer
41,Yes,Sales,18249,3,2,3,17,4,No,1,Sales Executive
18,No,HR,8127,4,1,0,1,4,No,2,HR Executive
35,No,HR,10752,2,1,3,13,3,No,2,Sales Executive
43,No,R&D,12281,4,2,17,11,1,Yes,8,Technician
31,No,HR,15256,4,4,15,25,2,No,0,Technician
44,No,HR,3359,2,3,10,4,2,Yes,1,Sales Executive
44,No,Sales,16965,2,3,15,25,4,No,0,Engineer
50,No,R&D,9677,3,4,10,29,2,No,1,Engineer
40,No,R&D,7047,3,1,27,4,2,Yes,6,Technician
19,No,Sales,19400,4,1,18,17,3,No,6,HR Executive
27,No,R&D,8972,3,1,9,23,4,Yes,5,HR Executive
31,No,Sales,2086,4,2,39,27,1,Yes,5,Technician
31,No,Sales,18661,1,2,2,5,1,No,5,HR Executive
44,No,R&D,19673,1,4,12,16,1,No,1,Sales Executive
37,Yes,R&D,13847,4,1,0,2,3,No,0,Engineer
23,No,HR,16507,1,1,39,13,3,Yes,4,Technician
25,No,Sales,11044,4,3,15,11,3,Yes,8,Technician
36,No,HR,10208,1,2,15,1,1,No,0,HR Executive
33,No,HR,5715,2,1,14,23,2,No,3,Technician
46,No,R&D,6829,2,4,21,27,2,No,9,HR Executive
58,No,R&D,2629,4,3,19,16,4,Yes,3,Manager
28,No,R&D,11244,3,3,20,12,1,Yes,8,Technician
40,No,HR,9074,2,3,21,6,2,Yes,9,Engineer
57,No,R&D,18865,4,1,17,3,3,Yes,6,Technician
29,No,R&D,8428,2,1,25,24,3,Yes,7,Sales Executive
26,No,R&D,3701,2,3,8,7,3,No,1,Manager
52,No,R&D,17012,4,1,5,24,1,Yes,9,Technician
34,Yes,HR,11621,4,4,35,15,4,No,2,Sales Executive
47,No,Sales,14483,2,2,2,9,1,Yes,0,Engineer
21,No,HR,10866,3,1,30,25,4,Yes,9,Technician
59,No,HR,2444,3,1,32,25,4,No,1,Sales Executive
45,No,Sales,17914,3,2,37,27,4,Yes,2,Technician
56,No,Sales,15333,4,2,14,27,2,No,5,Manager
47,No,Sales,10461,2,2,13,25,2,Yes,2,Manager
52,No,R&D,16705,4,3,36,13,2,No,7,Manager
57,No,HR,13849,1,4,39,9,4,No,9,Manager
46,No,Sales,16124,3,2,15,23,3,Yes,1,Technician
20,Yes,R&D,2041,3,1,10,17,1,Yes,8,Engineer
28,No,HR,2159,1,4,19,23,4,Yes,9,Manager
55,No,Sales,4019,1,1,2,20,1,No,0,HR Executive
19,No,HR,11987,3,4,29,8,2,Yes,6,Engineer
37,No,Sales,19443,2,2,13,24,4,No,3,Engineer
20,No,HR,4297,4,2,19,12,4,Yes,0,Technician
49,No,R&D,3573,2,2,33,25,4,Yes,3,Manager
45,No,HR,2938,4,1,36,3,2,Yes,0,Engineer
27,No,R&D,8823,4,1,5,20,1,No,0,Technician
24,No,Sales,15238,4,2,35,29,3,Yes,8,Sales Executive
32,No,R&D,15561,3,2,7,22,4,Yes,5,Technician
28,No,HR,9352,1,2,21,26,2,No,8,Technician
19,No,R&D,15501,1,1,17,14,4,Yes,3,Technician
37,No,Sales,4274,2,1,16,23,3,Yes,6,Sales Executive
19,No,R&D,18907,4,4,26,3,3,Yes,5,Sales Executive
36,Yes,Sales,4181,1,2,16,3,2,Yes,1,Engineer
26,No,R&D,10189,3,3,38,16,3,Yes,1,Technician
27,No,Sales,7338,2,3,15,5,4,No,6,Sales Executive
28,No,HR,16080,4,4,23,17,2,Yes,9,Sales Executive
27,Yes,HR,19095,2,4,35,16,3,Yes,4,Manager
45,Yes,Sales,12999,3,3,0,17,3,No,1,Manager
26,No,HR,19823,1,3,17,13,2,Yes,4,Sales Executive
57,No,Sales,10328,2,2,31,4,3,Yes,2,Manager
54,No,HR,4817,3,3,16,21,4,No,1,HR Executive
58,No,R&D,5665,1,2,14,9,3,No,0,Engineer
46,Yes,HR,12337,1,4,19,18,3,No,9,Manager
47,No,R&D,18657,3,1,28,13,4,Yes,7,Engineer
33,No,Sales,13548,4,2,30,24,2,Yes,5,Engineer
58,No,HR,6492,1,3,37,16,3,No,7,Technician
23,No,Sales,4788,1,3,19,21,2,No,0,Technician
20,Yes,Sales,7644,2,1,0,6,2,No,2,Sales Executive
39,No,R&D,16965,3,4,19,27,4,Yes,8,Manager
38,No,HR,15397,1,2,21,15,2,No,9,Sales Executive
51,No,HR,13569,3,1,6,29,4,Yes,4,Manager
34,No,Sales,15926,3,3,31,23,3,Yes,2,HR Executive
25,No,Sales,2617,4,4,25,14,1,Yes,0,Technician
43,No,Sales,15233,4,4,28,8,4,No,7,Technician
46,No,R&D,7933,2,2,24,17,2,No,3,Engineer
43,No,HR,10173,4,1,28,25,3,Yes,3,Engineer
40,No,HR,18130,1,3,13,23,4,No,5,Engineer
56,No,R&D,14208,3,1,14,25,2,Yes,2,HR Executive
31,Yes,HR,14483,3,1,32,17,2,No,2,Manager
55,Yes,HR,2123,1,3,6,17,3,Yes,3,Manager
39,No,Sales,11782,2,3,35,7,3,Yes,6,Manager
32,No,HR,10314,3,1,37,10,1,No,1,HR Executive
29,No,R&D,10551,4,1,32,16,4,Yes,0,Sales Executive
33,No,R&D,18629,1,2,28,10,3,Yes,9,Manager
29,Yes,Sales,13888,2,1,9,16,2,Yes,7,Technician
19,No,HR,11669,3,2,13,8,3,Yes,1,Sales Executive
26,No,R&D,8444,1,4,4,6,4,Yes,9,Engineer
42,No,HR,12370,4,1,18,23,4,Yes,8,Technician
24,Yes,R&D,8904,4,3,25,10,3,Yes,3,HR Executive
27,Yes,R&D,7276,4,4,35,11,2,No,9,Manager
33,No,R&D,18978,3,4,36,1,4,Yes,3,Engineer
53,No,R&D,12879,2,1,37,5,3,Yes,9,Engineer
58,No,HR,18926,1,1,5,26,1,No,0,Manager
30,No,R&D,6414,1,4,7,27,3,Yes,9,HR Executive
49,No,HR,15499,1,2,27,16,2,Yes,6,Engineer
25,No,HR,7063,4,1,31,20,1,Yes,0,Sales Executive
23,No,Sales,18377,4,3,0,26,1,Yes,2,Technician
20,No,Sales,7719,3,3,14,16,2,No,6,Technician
58,No,Sales,16724,1,4,3,2,1,No,1,HR Executive
48,No,HR,17012,4,3,29,10,2,Yes,1,Technician
19,Yes,Sales,2233,3,3,23,6,4,No,8,Manager
31,No,R&D,15863,3,3,25,10,1,Yes,1,Manager
22,Yes,R&D,16876,3,4,26,2,3,Yes,0,HR Executive
40,No,Sales,7499,2,2,19,7,3,Yes,0,Engineer
59,No,Sales,8248,1,4,0,24,2,No,0,HR Executive
32,No,R&D,3028,2,3,37,3,3,No,3,Technician
47,No,HR,5779,3,1,6,28,2,Yes,4,HR Executive
31,No,HR,8719,3,1,25,24,2,Yes,0,Manager
33,No,Sales,17102,4,4,15,28,1,No,6,Technician
42,No,Sales,6906,1,3,33,22,1,Yes,0,Engineer
35,No,Sales,11596,4,4,5,4,2,No,6,Engineer
45,No,R&D,14736,1,3,0,2,1,No,0,Technician
57,No,HR,11235,3,3,30,3,1,No,9,HR Executive
53,No,R&D,8339,3,1,24,2,4,No,8,Engineer
42,No,Sales,2859,1,4,20,25,3,No,9,Sales Executive
51,No,HR,19486,4,4,28,13,2,Yes,1,Technician
41,No,R&D,19258,3,3,26,9,3,No,5,Manager
38,No,Sales,10858,2,2,25,16,1,Yes,3,Manager
28,No,R&D,8936,4,3,25,24,4,Yes,8,Sales Executive
48,Yes,Sales,3167,3,3,37,7,3,No,7,Engineer
24,No,HR,8423,4,1,18,25,3,Yes,2,Engineer
38,No,R&D,7355,3,3,2,6,2,Yes,9,HR Executive
52,No,R&D,14308,1,4,13,26,4,No,0,Manager
58,No,HR,5972,1,1,18,26,4,No,8,Manager
43,No,R&D,3487,4,2,9,11,1,Yes,3,Manager
21,No,Sales,16863,3,2,30,21,3,Yes,2,Manager
22,No,HR,11260,1,3,16,3,4,No,0,Sales Executive
44,No,HR,14960,4,3,25,24,3,No,7,Engineer
21,No,HR,15426,1,3,6,4,2,No,0,Sales Executive
22,No,HR,17578,4,3,14,14,1,No,0,HR Executive
38,No,R&D,8040,3,4,34,5,4,Yes,6,Engineer
42,No,R&D,5540,3,2,16,4,2,No,7,Sales Executive
59,No,Sales,19291,4,3,5,25,2,Yes,7,HR Executive
59,No,HR,3037,3,4,33,12,2,Yes,5,Engineer
46,Yes,Sales,12314,4,4,8,26,3,Yes,8,Technician
58,No,R&D,14441,3,4,39,17,2,Yes,0,Sales Executive
25,No,HR,18948,3,1,17,28,1,Yes,1,HR Executive
55,No,Sales,18180,4,1,36,12,1,Yes,3,Engineer
42,Yes,R&D,8441,3,2,35,2,1,Yes,2,HR Executive
28,No,R&D,12546,4,1,36,14,2,Yes,8,Engineer
41,No,Sales,19394,3,2,3,15,2,No,8,Manager
20,No,Sales,13476,3,2,4,24,3,No,0,HR Executive
58,No,HR,19974,1,1,38,12,2,Yes,3,Sales Executive
47,Yes,Sales,13852,1,3,34,16,1,Yes,9,Engineer
29,No,Sales,3908,1,3,30,25,1,No,3,Sales Executive
58,No,HR,12079,2,3,38,5,2,No,5,Engineer
32,No,R&D,3704,2,1,26,25,4,Yes,2,Sales Executive
43,No,R&D,18510,1,3,22,24,1,No,4,Sales Executive
18,No,R&D,7717,2,3,6,12,1,Yes,8,Technician
21,No,Sales,7188,1,3,36,19,4,Yes,7,Manager
25,No,Sales,17561,1,4,26,22,4,Yes,7,HR Executive
34,Yes,R&D,8964,1,3,37,4,4,No,2,Technician
59,No,R&D,17649,1,2,3,23,3,Yes,5,Technician
45,No,Sales,6174,4,4,4,26,3,Yes,5,HR Executive
44,No,HR,14795,2,3,13,6,3,Yes,0,Technician
23,No,Sales,11773,2,2,18,28,2,Yes,3,Manager
59,No,HR,12054,2,4,11,16,4,Yes,4,Sales Executive
36,No,Sales,5591,2,1,10,18,2,No,6,Manager
38,No,HR,4882,1,1,31,23,4,Yes,2,HR Executive
26,No,R&D,2782,3,3,28,10,2,No,8,Technician
50,No,HR,16089,4,2,36,23,1,No,7,Manager
43,No,R&D,5698,1,3,37,20,3,Yes,8,Technician
34,No,Sales,17790,2,4,12,26,2,No,1,Engineer
38,Yes,HR,14459,3,3,29,3,2,Yes,5,Manager
59,Yes,R&D,14264,4,3,17,14,1,No,6,Engineer
56,No,HR,14756,2,4,24,23,4,Yes,8,Sales Executive
52,No,Sales,12009,2,1,21,7,4,Yes,7,Manager
55,No,Sales,7977,1,4,21,1,4,Yes,8,Sales Executive
25,No,R&D,16400,4,1,29,24,4,No,2,Sales Executive
19,No,Sales,18793,3,3,8,24,3,Yes,5,HR Executive
30,No,R&D,15910,2,2,31,28,1,No,3,Technician
49,No,Sales,9807,1,1,32,8,3,No,4,Engineer
47,No,Sales,7485,3,1,8,8,3,No,4,Sales Executive
41,No,HR,6334,4,2,22,25,4,Yes,2,Manager
40,No,R&D,10131,2,1,6,14,4,Yes,2,Technician
59,No,Sales,11562,3,1,15,26,2,Yes,1,Sales Executive
30,No,HR,15774,2,2,38,5,2,Yes,3,Manager
33,No,R&D,10690,1,3,3,19,3,Yes,9,Technician
49,No,Sales,8494,2,1,9,6,3,Yes,0,Technician
58,No,HR,5998,3,1,11,19,2,No,6,Manager
46,Yes,R&D,14671,3,2,17,29,1,No,3,Technician
33,No,Sales,14184,1,2,21,9,2,No,7,Engineer
47,No,HR,5350,1,2,22,23,1,Yes,5,Technician
55,No,Sales,8895,4,2,38,26,3,Yes,2,Engineer
49,No,R&D,5445,4,1,29,8,3,No,6,HR Executive
46,No,HR,3716,3,1,5,4,3,Yes,8,Manager
48,Yes,Sales,9091,2,1,34,9,1,No,9,Sales Executive
53,Yes,HR,18745,2,2,37,12,4,No,4,Engineer
55,Yes,Sales,5185,3,1,16,1,1,No,0,HR Executive
52,No,HR,12472,4,1,9,28,2,No,1,Engineer
26,No,Sales,12695,3,4,13,13,4,Yes,9,Technician
43,No,R&D,13124,1,4,27,24,4,No,6,HR Executive
41,No,Sales,14125,2,1,14,13,2,Yes,4,Engineer
52,No,HR,7549,1,2,2,8,4,Yes,5,Sales Executive
22,No,R&D,2917,1,2,20,23,2,Yes,4,HR Executive
29,Yes,HR,8332,1,3,24,3,3,No,8,Engineer
20,No,R&D,12393,1,2,0,13,4,Yes,9,Technician
39,Yes,Sales,5564,4,1,9,8,3,No,6,Sales Executive
31,No,R&D,5347,2,1,23,25,4,Yes,9,Manager
48,No,R&D,9550,2,1,21,13,3,Yes,5,HR Executive
35,No,HR,2050,4,3,8,16,4,No,0,Engineer
47,No,HR,13391,2,3,8,8,1,No,1,Engineer
59,No,R&D,3257,2,3,19,5,4,No,3,Manager
41,No,HR,18794,4,3,11,1,4,No,4,Engineer
43,No,HR,6868,3,1,19,11,4,No,8,Engineer
45,No,Sales,16040,1,1,4,17,2,No,6,HR Executive
27,No,Sales,3885,1,2,28,1,4,Yes,1,HR Executive
57,No,HR,17144,4,2,6,1,1,Yes,6,Technician
21,No,HR,14341,3,4,20,21,1,No,6,Engineer
27,No,Sales,12889,4,2,36,23,4,No,4,Technician
20,No,Sales,6730,4,1,14,27,2,Yes,4,Sales Executive
59,No,Sales,3634,1,1,3,6,3,No,8,Sales Executive
22,No,R&D,14912,3,2,37,12,1,No,6,HR Executive
47,No,HR,16477,1,4,29,3,3,No,8,Technician
48,No,R&D,4876,1,2,14,7,3,No,5,HR Executive
42,No,HR,16476,4,2,8,19,1,Yes,9,Sales Executive
44,No,R&D,10102,3,2,36,18,3,Yes,0,HR Executive
34,Yes,R&D,10905,1,1,37,5,3,No,0,HR Executive
59,No,Sales,5325,3,3,26,14,2,No,6,Sales Executive
48,Yes,Sales,11827,4,4,14,6,4,No,8,Sales Executive
46,Yes,Sales,16447,4,1,15,25,2,No,5,HR Executive
38,No,Sales,10563,1,2,23,2,1,No,5,Technician
43,No,Sales,9950,4,1,5,19,2,Yes,6,Manager
21,No,Sales,3387,3,2,38,23,1,Yes,9,HR Executive
32,No,HR,10653,2,2,14,12,4,No,7,Technician
47,No,Sales,10154,3,2,31,12,3,No,1,HR Executive
19,No,HR,9966,3,3,12,28,3,Yes,3,Engineer
32,No,Sales,12084,3,2,27,26,4,No,0,Sales Executive
33,No,R&D,4367,3,1,17,14,1,No,6,Manager
33,No,R&D,12026,4,2,12,27,2,No,1,HR Executive
35,No,HR,2611,2,4,24,2,1,No,0,Sales Executive
56,No,HR,11086,1,3,3,2,1,No,0,Engineer
56,No,R&D,13155,2,1,4,21,1,No,9,Manager
24,No,R&D,10373,2,1,38,1,1,No,6,Manager
18,No,HR,19276,4,4,10,1,3,No,2,Engineer
37,No,Sales,8804,3,4,12,1,3,No,2,Sales Executive
25,Yes,HR,13220,2,2,13,27,1,No,4,Engineer
27,No,R&D,2433,4,2,28,24,4,No,9,Technician
27,No,R&D,5472,1,2,21,29,4,No,8,Manager
56,Yes,R&D,9021,1,3,25,7,2,Yes,9,Technician
30,No,HR,17830,4,2,9,5,3,No,8,HR Executive
48,No,HR,18996,2,3,36,8,2,No,9,Technician
39,No,Sales,14497,1,1,5,17,2,No,9,Manager
31,Yes,R&D,4901,1,1,11,4,1,No,4,Sales Executive
27,No,Sales,10070,1,3,34,3,1,No,4,Sales Executive
49,No,R&D,17692,1,4,21,19,1,No,4,Engineer
38,No,R&D,10556,2,2,21,7,2,Yes,3,Manager
24,No,Sales,14176,1,4,28,29,2,No,6,Manager
31,No,R&D,11568,2,2,17,4,3,Yes,1,Technician
25,No,HR,7188,3,3,3,17,2,No,2,Sales Executive
34,No,R&D,9423,1,2,29,18,3,Yes,9,Sales Executive
34,No,Sales,10638,1,2,6,21,3,No,7,Engineer
27,Yes,R&D,6318,3,3,26,17,3,No,6,Manager
20,No,Sales,8653,2,1,4,14,1,No,4,Engineer
29,No,Sales,11051,4,4,34,26,2,No,4,HR Executive
